192.16.191.61,www.cwi.nl
185.173.20.58,www.historischnieuwsblad.nl
18.239.18.80,www.nos.nl
18.239.18.74,www.nos.nl
18.239.18.12,www.nos.nl
18.239.18.102,www.nos.nl
2.16.6.8,www.ad.nl
2.16.6.24,www.ad.nl
131.174.9.227,www.cs.ru.nl
2.16.6.30,www.rabobank.nl
2.16.6.5,www.rabobank.nl
18.65.39.61,www.gld.nl
18.65.39.19,www.gld.nl
18.65.39.82,www.gld.nl
18.65.39.67,www.gld.nl
23.48.136.223,www.ns.nl
178.22.85.8,www.government.nl
178.22.85.11,www.government.nl
178.22.85.10,www.government.nl
178.22.85.9,www.government.nl
18.239.83.61,www.rtvutrecht.nl
18.239.83.77,www.rtvutrecht.nl
18.239.83.92,www.rtvutrecht.nl
18.239.83.96,www.rtvutrecht.nl
20.105.232.7,www.roompot.nl
129.125.2.51,www.rug.nl
131.211.31.155,www.staff.science.uu.nl
145.100.190.243,www.surf.nl
192.87.108.15,www.surf.nl
2.16.6.34,www.wur.nl
2.16.6.8,www.wur.nl
35.204.150.5,www.geraldtempelman.nl
159.46.204.131,www.autoriteitpersoonsgegevens.nl
35.214.129.38,www.nloug.nl
178.22.85.9,www.rijksoverheid.nl
178.22.85.8,www.rijksoverheid.nl
178.22.85.11,www.rijksoverheid.nl
178.22.85.10,www.rijksoverheid.nl
83.98.194.11,www.scouting.nl
87.233.198.7,www.naturalis.nl
35.204.150.5,www.tonkanees-katten-kittens-van-zuylenhove.jouwweb.nl
129.125.2.212,www.let.rug.nl
108.156.60.107,www.marktplaats.nl
108.156.60.5,www.marktplaats.nl
108.156.60.8,www.marktplaats.nl
108.156.60.37,www.marktplaats.nl
18.239.18.85,www.rtvoost.nl
18.239.18.81,www.rtvoost.nl
18.239.18.101,www.rtvoost.nl
18.239.18.51,www.rtvoost.nl
178.255.196.59,www.dutchnews.nl
18.239.83.39,www.amazon.nl
18.239.83.88,www.amazon.nl
18.239.83.103,www.amazon.nl
18.239.83.25,www.amazon.nl
2.16.106.139,www.denhaag.nl
2.16.106.159,www.denhaag.nl
2.16.6.14,www.parool.nl
2.16.6.27,www.parool.nl
2.16.6.23,www.trouw.nl
2.16.6.11,www.trouw.nl
52.232.69.102,www.vu.nl
2.18.121.15,www.rtlnieuws.nl
2.18.121.22,www.rtlnieuws.nl
130.89.12.12,www.utwente.nl
2.16.6.16,www.nu.nl
2.16.6.10,www.nu.nl
18.239.69.8,www.bnnvara.nl
18.239.69.12,www.bnnvara.nl
18.239.69.107,www.bnnvara.nl
18.239.69.9,www.bnnvara.nl
18.239.69.19,www.eventbrite.nl
18.239.69.30,www.eventbrite.nl
